"name","state","adm_rate","satv25","satv50","satv75","satm25","satm50","satm75","pell_grant_rate","fed_loan_rate","ug","ug_men","ug_women","ug_white","ug_black","ug_hispanic","ug_asian","ug_25plus","first_gen","tuition","math_deg","faculty_salary","engi_deg","bio_deg","sci_deg","human_deg","psych_deg","engl_deg","edu_deg","foreign_lang_deg","law_deg","comm_deg","compsci_deg","arch_deg","agri_deg","hist_deg","socialsci_deg","health_deg","business_deg","ft_faculty_rate","endowment","booksupply","roomboard"
"California Polytechnic State University-San Luis Obispo","CA",0.28,620,660,700,620,680,740,0.1775,0.2894,20500,0.518,0.482,0.5364,0.0084,0.1757,0.1365,0.0333,0.2480620155,23433,0.0181,10600,0.2345,0.0629,0.0212,0.0248,0.0239,0.0136,0.0109,6e-04,0,0.0194,0.0328,0.04,0.1223,0.0115,0.0536,0,0.1697,0.6936,227742155,1941,14208
"University of Alabama at Birmingham","AL",0.74,560,620,680,530,608,685,0.3512,0.4798,13300,0.389,0.611,0.5586,0.2414,0.0565,0.0678,0.1996,0.341223671,20430,0.0126,11000,0.0635,0.0905,0.0213,0.0373,0.0669,0.0217,0.0681,0.0076,0,0,0.016,0,0,0.011,0.0335,0.2214,0.2008,0.7754,537349307,1200,12307
"Arkansas State University","AR",0.8,510,560,610,503,557,610,0.399,0.4999,8200,0.4046,0.5954,0.7397,0.134,0.037,0.0088,0.1755,0.3882667965,14580,0.0034,7200,0.0215,0.0338,0.0084,0.2284,0.0279,0.0089,0.0874,0.0034,0,0,0.0186,0,0.046,0.0076,0.0469,0.222,0.1022,0.7,80690954,1250,9672
"Molloy College","NY",0.78,530,575,620,520,570,620,0.3015,0.6566,3400,0.2726,0.7274,0.5978,0.0905,0.1859,0.0814,0.2102,0.3529824561,29890,0.0012,10800,0,0.0359,0,0.0287,0.0359,0.0048,0.073,0.0012,0,0,0.0108,0,0,0.0084,0.0036,0.5514,0.1208,0.284,40758565,1470,15560
"Union University","TN",0.53,550,605,660,510,565,620,0.3132,0.8054,2000,0.3315,0.6685,0.7348,0.1729,0.0196,0.0201,0.2652,0.3252375924,32240,0.0108,7400,0.0197,0.0538,0.0072,0.0645,0.0233,0.0179,0.0376,0.0036,0,0,0.0125,0,0,0.0054,0.0269,0.3387,0.2097,0.6311,44491422,1600,10400
"Thiel College","PA",0.79,450,515,580,440,505,570,0.4555,0.8019,700,0.5432,0.4568,0.7291,0.1556,0.0317,0.0173,0.0343,0.3155555556,30966,0.0207,6800,0,0.1103,0,0.0069,0.1034,0.0138,0.0828,0,0,0,0.0276,0,0,0.0276,0.0069,0.0207,0.3655,0.6706,33590562,1000,13040
"Haverford College","PA",0.16,680,715,750,700,745,790,0.1595,0.1779,1300,0.474,0.526,0.5283,0.0596,0.0894,0.1177,0.0015,0.162055336,58452,0.0466,10300,0,0.0901,0.146,0,0.0745,0.0683,0,0.0714,0,0,0.0714,0.028,0,0.0435,0.2919,0,0,0.9116,526881390,1194,16770
"SUNY College at Geneseo","NY",0.65,560,605,650,560,610,660,0.2702,0.5074,5300,0.3777,0.6223,0.7738,0.03,0.0843,0.0488,0.017,0.1863874346,17547,0.0327,7700,0,0.1541,0.0521,0,0.1486,0.0444,0.1245,0.0031,0,0,0,0,0,0.0226,0.1704,0,0.1494,0.638,31358620,1000,14018
"Northwestern University","IL",0.09,700,730,760,740,765,790,0.1767,0.2241,8500,0.4875,0.5125,0.4416,0.0576,0.1247,0.1815,0.0335,0.1515711645,59291,0.0346,17500,0.1636,0.0877,0.011,0.0031,0.0636,0.0162,0.0083,0.0118,0.0035,0,0.0566,0,0,0.014,0.1667,0.0048,0.0434,0.8322,8244818000,1638,17019
"Northwestern College","IA",0.7,510,568,625,520,573,625,0.2656,0.6123,1000,0.4538,0.5462,0.8343,0.0154,0.0511,0.0106,0.0754,0.1347826087,32270,0.009,6800,0,0.1171,0.0045,0,0.0586,0.018,0.1892,0.018,0,0,0.0225,0,0,0,0.018,0.1441,0.2117,0.9885,56662773,1250,9600
"CUNY John Jay College of Criminal Justice","NY",0.41,490,530,570,490,525,560,0.5576,0.1112,13300,0.4129,0.5871,0.1475,0.1633,0.5155,0.1129,0.2146,0.4849257885,12900,0,10900,0,0.0087,0,0.004,0.1382,0.0211,0,0.005,0.0562,0,0.0211,0,0,0.004,0.1429,0,0,0.3407,10920691,1364,21829
"LeTourneau University","TX",0.45,550,600,650,540,600,660,0.2371,0.4052,1800,0.5935,0.4065,0.6396,0.0985,0.0608,0.0118,0.1733,0.3405714286,28230,0.0048,6400,0.2399,0.0071,0.0095,0,0.0451,0.0071,0.1045,0,0,0,0.0261,0,0,0,0.0214,0.0689,0.1781,0.3797,22054828,1612,9970
"University of Maryland Eastern Shore","MD",0.65,440,480,520,410,460,510,0.5232,0.6347,2300,0.4489,0.5511,0.096,0.5797,0.0463,0.0176,0.1277,0.3575063613,17518,0.0039,8700,0.0433,0.1142,0.0059,0,0.0295,0.0512,0.0079,0,0,0,0.0453,0,0.0217,0.002,0.0531,0.063,0.1555,0.7083,29742037,2000,10085
"Hamline University","MN",0.68,490,565,640,510,565,620,0.3713,0.6629,2000,0.3706,0.6294,0.6157,0.0986,0.103,0.0884,0.0575,0.2320162107,40944,0.0091,7600,0.0018,0.0762,0.0309,0,0.0817,0.0635,0.0127,0.0054,0.1325,0,0,0,0,0.0127,0.196,0,0.147,0.5514,95710215,690,10592
"University of San Francisco","CA",0.64,570,615,660,560,615,670,0.2849,0.513,6500,0.3711,0.6289,0.2522,0.0478,0.2158,0.2438,0.0637,0.2801204819,48632,0.0044,13000,0,0.0342,0.0171,0,0.0709,0.0247,0,0.0025,0,6e-04,0.0437,0.0101,0,0.0095,0.0931,0.1488,0.354,0.4198,390029000,1600,15410
"Central Methodist University-College of Liberal Arts and Sciences","MO",0.93,465,510,555,465,505,545,0.4617,0.743,1100,0.4878,0.5122,0.674,0.1049,0.0927,0.0096,0.0341,0.4372781065,24580,0.0288,6400,0,0.0864,0.0082,0,0.037,0.0082,0.1317,0,0,0,0.0329,0,0,0,0.0206,0.2675,0.0947,1,38748000,1000,8160
"University of Louisville","KY",0.69,540,590,640,530,590,650,0.2933,0.3812,14300,0.4679,0.5321,0.7033,0.1207,0.0555,0.0424,0.1424,0.3043478261,26174,0.0068,8800,0.133,0.0408,0.0162,0.012,0.0576,0.0204,0.0803,0.0097,0.0032,0,0,0,0,0.0126,0.0589,0.111,0.1621,0.5488,719816000,1200,9452
"SUNY College of Environmental Science and Forestry","NY",0.7,560,605,650,560,605,650,0.2882,0.4696,1800,0.521,0.479,0.7785,0.0193,0.0613,0.037,0.0618,0.2042553191,18080,0,8900,0.1755,0.3412,0.0237,0,0,0,0,0,0,0,0,0.0237,0,0,0,0,0.0375,0.7097,38902134,1200,18300
"Maine Maritime Academy","ME",0.45,500,555,610,510,550,590,0.2727,0.7794,1000,0.8365,0.1635,0.8446,0.0182,0.0343,0.0141,0.0514,0.206741573,27080,0,12200,0.4408,0.0711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0.729,33968896,1000,10516
"Pennsylvania State University-Main Campus","PA",0.76,540,590,640,530,600,670,0.2319,0.478,74600,0.5407,0.4593,0.6524,0.0571,0.0775,0.0647,0.1257,0.2875652533,35124,0.0245,10700,0.1645,0.057,0.0356,0.0015,0.0316,0.0079,0.0275,0.0134,1e-04,0,0.1033,0.0063,0.0278,0.0066,0.083,0.0518,0.1729,0.7605,2547071281,1840,11884
"Marywood University","PA",0.78,500,550,600,500,545,590,0.3206,0.7042,1700,0.3262,0.6738,0.7431,0.0248,0.0774,0.0242,0.0893,0.2949640288,33564,0,7600,0,0.0859,0,0,0.0661,0.0154,0.0661,0,0,0,0.0088,0.0925,0,0.0044,0.0022,0.3172,0.1211,0.4343,43578582,1250,14158
"California State University-Long Beach","CA",0.39,520,570,620,520,575,630,0.518,0.3005,32900,0.4369,0.5631,0.1681,0.0373,0.4436,0.2104,0.1767,0.4862716763,16844,0.0083,10300,0.0813,0.0328,0.0076,0.0273,0.0622,0.0274,0,0.0126,0,0,0.0234,0,0,0.0206,0.0854,0.0848,0.1685,0.4785,79351657,2058,13158
"Washington Adventist University","MD",0.59,420,470,520,400,455,510,0.5031,0.6365,800,0.326,0.674,0.0525,0.5092,0.199,0.0354,0.3418,0.3518518519,21300,0.0105,5600,0,0.0262,0.0052,0.0838,0.0942,0.0052,0.0628,0,0,0,0.0314,0,0,0,0.0209,0.4869,0.0524,0.2347,2257034,1200,9616
"Whitman College","WA",0.56,630,670,710,610,675,740,0.1153,0.402,1500,0.4304,0.5696,0.644,0.022,0.0828,0.0621,0.0089,0.116838488,53550,0.0593,8700,0.0059,0.184,0.089,0.0178,0.095,0.0386,0,0.0386,0,0,0.0356,0,0,0.0178,0.2226,0.003,0,0.75,565255655,1400,13512
"Southern Illinois University-Carbondale","IL",0.66,520,575,630,510,565,620,0.3731,0.5267,8400,0.5378,0.4622,0.6759,0.1376,0.0965,0.0199,0.216,0.3525195024,28570,0.0019,7700,0.0703,0.0549,0.0066,0.0154,0.0312,0.0091,0.1088,0.0104,0.0076,0,0.0318,0.0136,0.0385,0.0057,0.0485,0.0902,0.1078,0.7951,153968634,1100,10622
"Northwood University","MI",0.79,450,520,590,510,555,600,0.2996,0.6282,2600,0.5924,0.4076,0.6691,0.0971,0.0697,0.0117,0.4281,0.397157816,27910,0,6500,0,0,0,0,0,0,0,0,0,0,0.0242,0,0,0,0,0.0121,0.9064,1,97912834,1240,10790
"Eastern Oregon University","OR",0.98,470,528,585,460,510,560,0.4344,0.4763,2600,0.4024,0.5976,0.6892,0.0213,0.1216,0.016,0.4409,0.46485623,19689,0.0092,6800,0,0.0354,0.0154,0.0293,0.0478,0.0308,0.2142,0,0,0,0.0169,0,0,0.0231,0.0416,0.0092,0.2481,0.5722,11710639,1335,9852
"Muhlenberg College","PA",0.66,580,630,680,570,615,660,0.1684,0.4752,2200,0.3931,0.6069,0.7373,0.0426,0.0923,0.035,0.056,0.1576704545,53380,0.0211,8900,0,0.1547,0.0281,0,0.0879,0.0281,0,0.0053,0,0,0.0158,0,0,0.0228,0.0738,0.0299,0.2056,0.5877,288973791,1400,12035
"Neumann University","PA",0.62,460,505,550,460,500,540,0.3913,0.7305,1800,0.3173,0.6827,0.5555,0.2817,0.0574,0.0156,0.1715,0.4275582573,30300,0,7000,0,0.033,0,0.211,0.0308,0.0066,0.0549,0,0,0,0.0154,0,0,0,0.0044,0.2791,0.1077,0.4034,33851929,1600,13680
"Anderson University","IN",0.63,500,540,580,500,540,580,0.3612,0.708,1300,0.4155,0.5845,0.8002,0.0703,0.0506,0.0047,0.0786,0.2316513761,30860,0.0084,6300,0.0169,0.0365,0.0028,0.0562,0.0702,0.0197,0.1011,0.0056,0,0,0.0337,0,0,0.0197,0.0197,0.118,0.1798,1,32246000,1200,10040
"Oklahoma City University","OK",0.75,570,615,660,530,585,640,0.2213,0.4956,1600,0.326,0.674,0.6355,0.0562,0.1131,0.0208,0.0877,0.2679355783,31004,0.0038,7200,0.0095,0.0324,0.0019,0.1162,0.0171,0.0057,0.0571,0,0,0,0,0,0,0.0038,0.0095,0.3314,0.08,0.5973,127640901,1500,9236
"Illinois State University","IL",0.82,510,560,610,510,560,610,0.3021,0.559,18200,0.4463,0.5537,0.7223,0.0936,0.1157,0.0225,0.0437,0.2964350118,25716,0.0127,8400,0,0.0315,0.0127,0.0318,0.0295,0.0215,0.1377,0.0049,0.0027,0.0031,0.0333,0,0.0418,0.0195,0.0465,0.0937,0.2332,0.7678,144350035,802,9850
"Edward Waters College","FL",0.61,400,480,560,357,445,532,0.276,0.2515,900,0.5193,0.4807,0.0429,0.8498,0.0451,0.0032,0.0373,0.5041322314,13418,0.027,4500,0,0.1441,0,0,0.0721,0,0.1351,0,0,0,0,0,0,0,0,0,0.3063,1,1681684,0,8010
"University of Washington-Bothell Campus","WA",0.74,500,560,620,520,580,640,0.3109,0.2677,5300,0.5167,0.4833,0.3507,0.072,0.1009,0.3102,0.1761,0.3272745332,37241,0.0171,11200,0.066,0.0671,0.0132,0.0116,0.0429,0,0.0413,0,0,0,0.1359,0,0,0,0.0292,0.159,0.2398,0.6391,73999581,900,12636
"California State University-San Marcos","CA",0.62,480,525,570,470,520,570,0.4712,0.333,14800,0.3911,0.6089,0.262,0.0305,0.4675,0.0939,0.2049,0.4825760918,17627,0.0061,10100,0,0.0566,0.01,0.0377,0.0711,0.0192,0.019,0.0061,0,0,0.0349,0,0,0.0215,0.1582,0.1897,0.1314,0.4717,26288717,2000,13000
"Babson College","MA",0.26,620,655,690,650,705,760,0.1283,0.3105,2300,0.5383,0.4617,0.3386,0.0448,0.1222,0.108,0.0059,0.1487603306,56198,0,16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,459393515,1144,16776
"University of Massachusetts-Dartmouth","MA",0.75,490,545,600,500,545,590,0.3999,0.6986,6200,0.4982,0.5018,0.5928,0.1654,0.1034,0.0357,0.1617,0.3518893387,29143,0.0083,11400,0.1177,0.0427,0.0193,0.0193,0.0764,0.02,0.0021,0.0048,0,0,0.0392,0,0,0.022,0.0847,0.1514,0.287,0.6699,58242896,1200,14647
"California State University-Northridge","CA",0.59,460,515,570,450,505,560,0.5728,0.2781,34700,0.4527,0.5473,0.2036,0.0481,0.515,0.0944,0.2097,0.5386728094,16587,0.0052,10400,0.0515,0.0362,0.0065,0.0407,0.0991,0.0151,0.0394,0.0065,0,0,0.0294,0,0,0.0099,0.1044,0.0878,0.1885,0.4396,113343123,2058,11328
"Colgate University","NY",0.23,660,695,730,670,720,770,0.122,0.2241,3000,0.4474,0.5526,0.6538,0.0391,0.086,0.0506,0.001,0.1807511737,60315,0.027,12100,0,0.1348,0.0728,0.0013,0.0593,0.031,0.035,0.0283,0,0,0.0391,0,0,0.0445,0.3531,0,0,0.9574,934425860,1100,14540
"The University of the South","TN",0.67,580,630,680,570,615,660,0.1561,0.3057,1700,0.4883,0.5117,0.8238,0.0407,0.0527,0.0132,0.0029,0.1323529412,46762,0.0051,9500,0,0.108,0.036,0,0.1157,0.0951,0,0.0411,0,0,0.0154,0,0,0.0694,0.2648,0,0,0.8496,408769263,1200,13268
"St Catherine University","MN",0.67,570,605,640,510,570,630,0.3798,0.689,3100,0.0463,0.9537,0.5993,0.0998,0.1062,0.121,0.3819,0.2880771881,38844,0.0012,7300,0,0.0304,0.0094,0,0.034,0.0141,0.0386,0.0117,0.0023,0,0,0,0,0,0.0328,0.6265,0.0714,0.4786,93358622,1000,9300
"University of New England","ME",0.84,520,570,620,520,565,610,0.1281,0.4774,2400,0.3071,0.6929,0.8844,0.0151,0.0033,0.0335,0.247,0.2207307979,37300,0,8600,0,0.229,0,0.002,0.045,0.0059,0.0313,0,0,0,0,0,0.0039,0,0.0215,0.4677,0.0431,0.5794,38305926,1400,14410
"Bethune-Cookman University","FL",0.84,440,480,520,400,445,490,0.7591,0.8171,2800,0.3729,0.6271,0.0094,0.7865,0.0436,0,0.0464,0.4223088164,12854,0.0084,6400,0.0021,0.0419,0.0063,0.1468,0.1656,0.0105,0.0294,0,0,0,0.0398,0,0,0.0084,0.0335,0.0147,0.153,0.6716,28892137,1450,9462
"Moore College of Art and Design","PA",0.47,540,595,650,510,580,650,0.4194,0.8871,400,0,1,0.5995,0.1395,0.0724,0.0465,0.0517,0.3140096618,39612,0,6300,0,0,0,0,0,0,0.0353,0,0,0,0,0,0,0,0,0,0,0.188,29453067,2000,16188
"Fresno Pacific University","CA",0.66,470,525,580,460,515,570,0.6204,0.7054,2900,0.2625,0.7375,0.2549,0.0522,0.5634,0.0421,0.5579,0.4657631954,32360,0.0049,7500,0,0.0185,0,0.2612,0.0234,0,0.0185,0.0039,0.0019,0,0,0,0,0.0058,0.037,0.0663,0.2018,0.876,16932104,1971,8954
"Hollins University","VA",0.71,560,615,670,510,570,630,0.3639,0.6716,700,0,1,0.6171,0.0916,0.0796,0.021,0.0434,0.2582417582,38470,0.0142,6800,0,0.1206,0.0355,0,0.0851,0.1631,0,0.0496,0,0,0,0,0,0.0426,0.0638,0,0.0922,0.6538,182729244,800,13930
"Bowie State University","MD",0.8,440,480,520,420,465,510,0.5077,0.5965,5100,0.3959,0.6041,0.0197,0.8195,0.0452,0.014,0.1628,0.3552006905,16686,0.0024,8700,0,0.0666,0,0,0.0981,0.0109,0.0266,0,0,0.1368,0.0714,0,0,0.0169,0.0484,0.0666,0.1828,0.4333,10498402,2500,11476
"Regis University","CO",0.71,520,575,630,510,560,610,0.2401,0.4201,3400,0.3927,0.6073,0.4811,0.0371,0.2244,0.0498,0.3906,0.36,35860,0.0038,7300,0,0.0604,0.0066,0.0962,0.0425,0.0104,0.0236,0.0028,0,0,0.0783,0,0.0142,0.0038,0.0406,0.3057,0.2236,0.443,69772662,1800,12460
"Gallaudet University","DC",0.61,400,468,535,385,448,510,0.5624,0.4095,1100,0.4556,0.5444,0.4735,0.1711,0.1465,0.0491,0.2177,0.3385650224,17068,0.02,10200,0,0.03,0.005,0,0.065,0.015,0.035,0.13,0,0,0.03,0,0,0.02,0.04,0,0.165,1,185974727,1600,14928
"Pacific Union College","CA",0.53,470,535,600,460,525,590,0.4376,0.7817,900,0.3993,0.6007,0.2216,0.0506,0.2711,0.2272,0.1623,0.2572463768,30133,0.0031,6400,0,0.0719,0.0031,0,0.0344,0.0219,0.0438,0.0031,0,0,0,0,0,0,0.0031,0.5313,0.1156,0.9205,29213723,1971,8310
"Illinois Institute of Technology","IL",0.6,570,620,670,620,675,730,0.3103,0.4286,3000,0.6814,0.3186,0.3763,0.0538,0.1741,0.1557,0.1037,0.3223767383,48280,0.015,12700,0.5167,0.03,0.0133,0.0067,0.0167,0,0,0,0,0,0.2133,0.0917,0,0,0.01,0,0.045,0.5863,240549000,1250,13582
"Saint John Fisher College","NY",0.64,530,575,620,540,590,640,0.2917,0.7204,2600,0.4077,0.5923,0.8412,0.0405,0.0531,0.0311,0.0584,0.2521994135,36070,0.0176,9400,0,0.088,0.0279,0.0147,0.0411,0.0117,0.0455,0,0.0132,0,0.0059,0,0,0.0176,0.0733,0.305,0.261,1,94839826,1100,12650
"Chaminade University of Honolulu","HI",0.95,490,535,580,490,530,570,0.4277,0.3785,1600,0.2831,0.7169,0.1277,0.0411,0.0475,0.2914,0.2506,0.4233825199,26424,0,8400,0,0.0704,0,0.0854,0.108,0.0302,0.1307,0,0,0,0,0,0,0.0302,0.0075,0.1482,0.1055,1,23398930,1600,14184
"Spring Hill College","AL",0.5,510,560,610,515,553,590,0.3565,0.7823,1200,0.3763,0.6237,0.6791,0.141,0.0363,0.013,0.0259,0.2516339869,39228,0.0221,6600,0,0.1213,0.011,0.0184,0.0662,0.0404,0.0551,0.0037,0,0,0,0,0,0.0221,0.0956,0.1471,0.2426,0.696,18160532,1500,13652
"Saint Mary's College","IN",0.81,540,585,630,520,570,620,0.2493,0.625,1400,0,1,0.7523,0.0218,0.1467,0.0175,0.0069,0.1979865772,42610,0.0678,7400,0,0.1091,0.0383,0.0029,0.0708,0.059,0.0472,0.0029,0,0,0,0,0,0.0059,0.0472,0.177,0.1475,0.6781,201131308,1100,13020
"Andrews University","MI",0.67,550,615,680,510,595,680,0.2379,0.4101,1400,0.461,0.539,0.2625,0.1957,0.1567,0.1323,0.0939,0.1721311475,29448,0.0099,5200,0.0526,0.0822,0.0033,0.0362,0.0625,0.0099,0.0329,0.023,0,0,0.023,0.0559,0.0197,0.0066,0.0164,0.1908,0.0987,0.9915,55603709,1100,9300
"New Jersey Institute of Technology","NJ",0.73,580,625,670,610,665,720,0.3697,0.4311,8100,0.7606,0.2394,0.3405,0.0853,0.2186,0.2291,0.1518,0.3440366972,32326,0.0158,12700,0.4058,0.051,0.0036,0.003,0,0.0049,0,0,0.0055,0.0043,0.2388,0.0522,0,0.003,0,0,0.0559,0.5587,122812000,2900,13900
"Aquinas College","MI",0.69,510,560,610,490,545,600,0.2738,0.5146,1300,0.4153,0.5847,0.6537,0.0442,0.0795,0.0135,0.0975,0.2191780822,31474,0.0269,6300,0,0.0746,0.009,0.0478,0.0657,0.0537,0.0507,0.0269,0,0,0.0119,0,0,0.0209,0.0597,0.0358,0.2269,0.4776,43045708,930,9598
"Francis Marion University","SC",0.68,460,515,570,440,490,540,0.4829,0.572,3100,0.3218,0.6782,0.4894,0.3969,0.0332,0.0139,0.0853,0.3626782393,19974,0.0076,7400,0,0.1537,0.0474,0.0228,0.0911,0.0417,0.0493,0.0019,0,0,0.019,0,0,0.0228,0.0626,0.2543,0.1727,0.6958,28376229,1157,8211
"University of Jamestown","ND",0.69,480,520,560,470,515,560,0.3134,0.6979,900,0.5472,0.4528,0.7248,0.0655,0.0966,0.0078,0.0319,0.2822966507,22078,0.0061,6600,0,0.0859,0,0,0.0429,0.0184,0.1166,0.0123,0,0,0.0368,0,0,0.0123,0.0184,0.1534,0.1963,1,38503952,1300,7886
"Northeastern University","MA",0.18,680,715,750,710,750,790,0.1112,0.3319,14000,0.4854,0.5146,0.4449,0.041,0.0861,0.1446,0.0097,0.1851581509,54546,0.0201,13500,0.1973,0.0886,0.0142,5e-04,0.0313,0.0064,0,0.0037,0,0,0.0641,0.0115,0,0.0037,0.1011,0.1043,0.2446,0.7479,977448884,1000,16930
"Oklahoma State University-Main Campus","OK",0.7,540,590,640,520,580,640,0.2864,0.415,19800,0.504,0.496,0.6829,0.0417,0.083,0.0198,0.0938,0.2863196126,24509,0.0069,9300,0.1258,0.068,0.0091,0.0515,0.0349,0.0101,0.0436,0.0028,0,0,0.0314,0.0073,0.1043,0.0051,0.0296,0.0341,0.2554,0.8738,441948990,1120,9150
"Manhattan College","NY",0.74,530,585,640,530,585,640,0.2769,0.5584,3500,0.5662,0.4338,0.5436,0.0519,0.2354,0.0406,0.0686,0.2541636495,42960,0.0063,11400,0.3117,0.0397,0.0073,0.001,0.0408,0.0178,0.0649,0.001,0,0,0.0638,0,0,0.0073,0.0575,0.0397,0.2479,0.5482,110787779,1200,16870
"Oakwood University","AL",0.65,450,514,578,403,467,530,0.4756,0.6806,1400,0.4209,0.5791,0.0035,0.8044,0.0513,0.0035,0.1102,0.17623498,18190,0.0478,5200,0,0.1126,0.0034,0.1433,0.0751,0.0171,0.0341,0.0171,0,0,0.0034,0,0,0,0.0478,0.2253,0.1297,0.7787,19744545,1500,9374
"University of Wyoming","WY",0.96,540,590,640,520,580,640,0.2222,0.3436,9600,0.4861,0.5139,0.7357,0.0112,0.0654,0.0106,0.1624,0.277271069,18681,0.0116,9900,0.137,0.0739,0.0385,0.0049,0.0533,0.0157,0.0815,0.0085,0,0,0.0184,0,0.0631,0.0125,0.0631,0.0833,0.1504,0.9781,531646000,1200,10437
"Bloomsburg University of Pennsylvania","PA",0.84,480,530,580,470,520,570,0.3247,0.6964,7600,0.4196,0.5804,0.7671,0.0677,0.0768,0.0107,0.0551,0.3398760331,22342,0.0122,9800,0.0037,0.0164,0.0296,0.0053,0.0598,0.0212,0.0772,0.0212,0,0,0.0296,0,0,0.0085,0.0471,0.1497,0.2455,0.8083,51836420,1200,10468
"Bridgewater College","VA",0.67,490,545,600,470,525,580,0.3132,0.7281,1700,0.4482,0.5518,0.653,0.1527,0.0731,0.0105,0.0058,0.320212766,35400,0.0052,6900,0,0.093,0.031,0.0439,0.0801,0.0258,0,0.0078,0,0,0.0439,0,0,0.0258,0.062,0.0207,0.2868,0.7688,95560797,1150,12970
"St Bonaventure University","NY",0.75,510,565,620,520,570,620,0.2745,0.8032,1800,0.5322,0.4678,0.7403,0.0582,0.0683,0.0358,0.0203,0.186440678,33871,0.0055,6400,0,0.0746,0.0166,0,0.0497,0.011,0.0829,0.0055,0,0,0.0138,0,0,0.0138,0.0746,0.0276,0.3702,0.6623,71691879,800,13120
"SUNY College at Plattsburgh","NY",0.58,490,540,590,490,540,590,0.4085,0.6166,4800,0.4159,0.5841,0.6285,0.1014,0.1245,0.0261,0.1033,0.3137166139,16982,0.0039,7200,0,0.0569,0.0086,0.0172,0.0811,0.0234,0.0468,0.0039,0,0,0.0328,0,0,0.0172,0.0437,0.1217,0.2387,0.5826,21694584,1320,13720
"University of Mount Olive","NC",0.58,450,500,550,450,500,550,0.5052,0.6727,2500,0.3517,0.6483,0.5396,0.2672,0.0752,0.0085,0.5417,0.4325068871,20714,0.0026,6500,0,0.0234,0.0026,0.1495,0.0208,0.013,0.117,0,0,0,0.0078,0,0.0572,0.0052,0,0.212,0.2354,1,36190614,1350,8800
"Florida College","FL",0.75,490,565,640,480,530,580,0.3209,0.6106,500,0.4823,0.5177,0.7765,0.0503,0.0857,0.0149,0.039,0.2350746269,16340,0,7300,0,0,0,0.5714,0,0.0317,0.0873,0,0,0,0,0,0,0.0079,0,0.0397,0.1349,0.7818,11724101,1300,8690
"Miami University-Oxford","OH",0.8,590,635,680,600,655,710,0.1129,0.3284,17000,0.5008,0.4992,0.7246,0.036,0.0514,0.0237,0.0154,0.2286336418,37317,0.0263,9900,0.0716,0.0578,0.0159,0,0.0501,0.0193,0.0764,0.0113,0,0,0.0263,0.0163,0,0.0088,0.1058,0.0383,0.2538,1,558618000,1240,14124
"College of the Ozarks","MO",0.1,525,567,608,440,518,595,0.5463,0,1500,0.4452,0.5548,0.8643,0.0098,0.0308,0.0092,0.0162,0.3265993266,18290,0.0065,7600,0,0.0419,0.0097,0.0065,0.0645,0.0226,0.1194,0.0032,0,0.0387,0.029,0,0.0806,0.0129,0.0323,0.1194,0.1645,0.6857,476624241,1100,7600
"Linfield University-McMinnville Campus","OR",0.82,520,570,620,520,565,610,0.2645,0.6577,1400,0.3832,0.6168,0.6161,0.0137,0.1902,0.0484,0.0248,0.3032258065,44132,0.0382,7100,0.0191,0.0955,0.0191,0,0.0669,0.035,0.1242,0.0127,0,0,0.0096,0,0,0.0318,0.1083,0.0127,0.2197,1,85460121,900,12670
"North Carolina Wesleyan College","NC",0.62,440,490,540,420,475,530,0.5174,0.7115,1800,0.4237,0.5763,0.2805,0.4166,0.0423,0.0088,0.3524,0.4677060134,28200,0.002,6000,0,0.0143,0.0041,0.0041,0.1286,0.0122,0.0204,0,0,0,0.0673,0,0,0.0143,0.0102,0.0122,0.5306,0.2325,10266037,300,11150
"Moody Bible Institute","IL",0.94,530,575,620,460,520,580,0.3982,0.3949,2200,0.5209,0.4791,0.5753,0.0544,0.0683,0.0315,0.3011,0.2808988764,10210,0,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3113,41333022,932,10674
"University of Detroit Mercy","MI",0.77,530,575,620,530,580,630,0.3031,0.4851,2600,0.3693,0.6307,0.5912,0.1286,0.0657,0.0629,0.1188,0.2871198569,29530,0.0026,9500,0.1022,0.1315,0.0128,0.0026,0.0255,0.0064,0.0026,0.0447,0.0064,0,0.0038,0.0485,0,0.0038,0.0281,0.4355,0.0894,1,69300000,1240,9990
"Central Michigan University","MI",0.7,500,555,610,490,540,590,0.3441,0.6955,14400,0.4094,0.5906,0.7575,0.1033,0.0514,0.0111,0.122,0.2932980354,23350,0.0084,9600,0.0254,0.0599,0.0079,3e-04,0.0602,0.0091,0.0714,0.0033,0.0018,0,0.0165,0,0,0.0043,0.0549,0.0813,0.272,0.7253,189321756,1000,10328
"Florida Institute of Technology","FL",0.66,570,620,670,580,635,690,0.212,0.3582,3300,0.7127,0.2873,0.5208,0.0595,0.1014,0.0249,0.0678,0.4013402829,42720,0.0183,9800,0.4493,0.0488,0.0379,0.0061,0.0684,0,0,0,0.0024,0,0.0562,0,0,0,0,0,0.1197,0.9362,89708504,1200,12880
